Country Name,Country Code,Series Name,GDP (current US$),"GDP per capita, PPP (current international $)",GDP per capita (current US$),GDP growth (annual %),Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)","Inflation, GDP deflator (annual %)",Exports of goods and services (% of GDP),"Central government debt, total (% of GDP)",Total reserves (% of total external debt),Trade (% of GDP),"Unemployment, total (% of total labor force) (national estimate)","Population, total",Population growth (annual %),Poverty headcount ratio at national poverty lines (% of population),"Life expectancy at birth, total (years)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)",Tax revenue (% of GDP),Market capitalization of listed domestic companies (% of GDP),Market capitalization of listed domestic companies (current US$),Price level ratio of PPP conversion factor (GDP) to market exchange rate,"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)"
France,FRA,2002 [YR2002],1.50141E+12,28518.82522,24288.27002,1.135531482,25.5409745,1.923412287,2.067425741,27.53105026,61.17654987,0,53.07202476,8.7,61816234,0.728746207,0,79.26097561,0,0,0,22.56722859,64.40715444,967015000000.00,0.851657452,3.433472871,3.530178297
France,FRA,2003 [YR2003],1.84454E+12,28168.6181,29627.92426,0.823160757,24.68586455,2.098472191,1.859368244,26.11196897,63.67355424,0,50.79783352,8.31,62256970,0.71044809,0,79.11463415,0,0,0,22.11691419,73.51002512,1355930000000.00,1.051806097,2.296002833,2.851311081
France,FRA,2004 [YR2004],2.11963E+12,29055.35275,33797.16244,2.829752929,25.45617156,2.142089646,1.62267544,26.46883632,64.64241302,0,51.92500788,8.91,62716306,0.735098068,0,80.16341463,0,0,0,22.1629571,73.55563658,1559110000000.00,1.163199178,1.679938591,2.883619054
France,FRA,2005 [YR2005],2.19695E+12,30494.21411,34768.1759,1.66321998,26.94765573,1.745869364,1.936341419,27.03305104,65.61117387,0,53.98070678,8.88,63188395,0.749918325,0,80.16341463,0,0,0,22.29553685,80.04356158,1758510000000.00,1.140156483,3.875247351,5.407391378
France,FRA,2006 [YR2006],2.32054E+12,32462.96007,36470.21284,2.449323601,28.16836936,1.675124496,2.155327391,27.93505509,60.97429268,0,56.10342445,8.83,63628261,0.693706612,0,80.81219512,0,0,0,22.57780885,104.6418387,2428250000000.00,1.123440769,3.402534856,5.621098684
France,FRA,2007 [YR2007],2.66059E+12,34122.70727,41557.62356,2.424736243,28.56749907,1.48799806,2.556637015,27.85325751,59.48742119,0,56.42075658,8.01,64021737,0.616493932,0,81.11219512,0,0,0,22.12201755,102.9974527,2740340000000.00,1.217887644,3.148833873,4.969835146
France,FRA,2008 [YR2008],2.9303E+12,35092.69431,45515.96175,0.25494596,29.27769803,2.812861949,2.36707384,28.11938486,65.37256949,0,57.39708289,7.39,64379696,0.557563758,0,81.21463415,0,0,0,22.00523996,50.24758456,1472410000000.00,1.297021008,2.320491389,4.641130841
France,FRA,2009 [YR2009],2.70089E+12,34676.36399,41737.76355,-2.873313828,25.62690364,0.087620478,0.066627476,24.83554721,77.94778204,0,50.46245085,9.12,64710879,0.513102876,0,81.41463415,0,0,0,20.70142768,72.05724918,1946190000000.00,1.203637254,0.682106492,3.284788888
France,FRA,2010 [YR2010],2.64519E+12,35899.40194,40676.06479,1.949437623,28.07949124,1.531122704,1.069697476,26.78829984,80.30129971,0,54.86779108,9.28,65030575,0.492821126,0,81.66341463,0,0,0,21.95265949,72.26387974,1911520000000.00,1.133056892,1.470195727,2.743114524
France,FRA,2011 [YR2011],2.86516E+12,37439.23314,43846.46608,2.192700633,30.36923895,2.111597952,0.947960225,28.42133748,82.29224206,0,58.79057642,9.23,65345233,0.482694782,0,82.11463415,0,0,0,21.81649646,54.2363527,1553960000000.00,1.171136864,1.542875408,2.250604786
France,FRA,2012 [YR2012],2.68367E+12,37677.72679,40870.85236,0.313134751,30.49903198,1.954195316,1.161825032,29.20302719,90.2797486,0,59.70205917,9.84,65662240,0.48395349,0,81.96829268,0,0,0,22.53074008,67.37741798,1808190000000.00,1.08474836,1.227596621,1.938194406
France,FRA,2013 [YR2013],2.81188E+12,39521.69698,42602.71797,0.576326675,30.39931721,0.863715498,0.778100531,29.36473787,90.96854367,0,59.76405507,9.91,66002289,0.516539661,0,82.2195122,0,0,0,23.21091787,81.83449308,2301090000000.00,1.07795771,1.123423424,0.626465435
France,FRA,2014 [YR2014],2.85596E+12,40144.02683,43068.54872,0.956183052,30.81211202,0.507758823,0.576944233,29.6666845,97.55438385,0,60.47879652,10.27,66312067,0.468246342,0,82.7195122,0,0,0,23.16141532,73.03647536,2085900000000.00,1.072850736,0.203254563,1.859043151
France,FRA,2015 [YR2015],2.43919E+12,40849.99738,36652.92231,1.112912341,31.15907156,0.037514381,1.138248785,30.59262238,97.98033326,0,61.75169393,10.35,66548272,0.35556924,0,82.32195122,0,0,0,23.19771546,85.61524406,2088320000000.00,0.897256418,1.755723741,2.100319835
France,FRA,2016 [YR2016],2.47296E+12,42924.61363,37062.53357,1.095464404,30.8526052,0.183334861,0.522559343,30.24753718,102.2620449,0,61.10014238,10.06,66724104,0.263868789,0,82.57317073,0,0,0,23.0648275,87.30601392,2159050000000.00,0.863433132,1.326491698,3.018437123
France,FRA,2017 [YR2017],2.59515E+12,44577.06457,38781.04949,2.291419994,32.01321411,1.032282751,0.521577263,30.94863319,102.2152651,0,62.96184729,9.41,66918020,0.290202116,0,82.57560976,0,0,0,23.62933465,105.9404457,2749310000000.00,0.869977641,1.38212039,1.871587119
France,FRA,2018 [YR2018],2.79096E+12,46537.47404,41557.85486,1.865066071,32.72428539,1.850815083,0.992224566,31.71366721,101.6221344,0,64.4379526,9.02,67158348,0.358494582,0,82.67560976,0,0,0,24.17084372,84.77200972,2365950000000.00,0.892997648,2.776578144,4.986679056
France,FRA,2019 [YR2019],2.72887E+12,50500.96076,40494.89829,1.842971814,32.54941778,1.108254923,1.278592146,31.59205541,104.9611611,0,64.14147319,8.41,67388001,0.341374143,14.2,82.82682927,0,0,0,24.51466278,0,0.00,0.801863919,1.960494002,3.091529733
France,FRA,2020 [YR2020],2.63901E+12,48134.95979,39055.28293,-7.784586492,29.41359525,0.476498853,2.784576522,27.45022764,123.2821129,0,56.86382289,8.01,67571107,0.271350508,14.3,82.17560976,0,0,0,24.71697305,0,0.00,0.811370428,0.733943387,1.079402977
France,FRA,2021 [YR2021],2.95788E+12,51363.72038,43658.97898,6.816589136,31.39091596,1.64233141,1.333318426,29.44875183,116.5470016,0,60.8396678,7.87,67749632,0.263854757,15.6,82.32439024,0,0,0,23.96833902,0,0.00,0.84999643,3.240998541,3.681407475
France,FRA,2022 [YR2022],2.78291E+12,55492.56555,40963.83734,2.562393564,38.13073913,5.222367484,3.031669367,34.01277399,0,0,72.14351312,7.31,67935660,0.274205279,0,0,0,0,0,0,0,0.00,0.738186042,3.78830559,4.267444132
Germany,DEU,1998 [YR1998],2.23899E+12,25345.66624,27289.05936,2.013932785,25.17806614,0.911183535,0.688465401,26.40690621,0,0,51.58497235,9.79,82047195,0.015143651,0,77.47560976,0,0,0,10.8349798,48.87257832,1094250000000.00,1.076675559,1.318741891,4.332506142
Germany,DEU,1999 [YR1999],2.19495E+12,26291.21108,26734.94254,1.887261154,26.4066172,0.585433064,0.343135142,26.95923243,0,0,53.36584963,8.85,82100243,0.064634578,0,77.72682927,0,0,0,11.50853614,65.24841388,1432170000000.00,1.016877559,3.919717995,6.351048978
Germany,DEU,2000 [YR2000],1.94798E+12,27204.29337,23694.76048,2.912502964,30.67834943,1.440268387,-0.489389005,30.84771157,0,0,61.526061,7.92,82211508,0.1354316,0,77.92682927,0,0,0,11.70500073,65.20815777,1270240000000.00,0.870993418,12.73150359,5.039682144
Germany,DEU,2001 [YR2001],1.94579E+12,28373.97419,23628.32721,1.681468481,30.21813177,1.983857313,1.30499491,31.84470712,0,0,62.06283889,7.77,82349925,0.168225361,0,78.32926829,0,0,0,10.9616854,55.08036292,1071750000000.00,0.832746483,2.926755399,3.60995029
Germany,DEU,2002 [YR2002],2.07848E+12,29178.63747,25197.2656,-0.197973835,28.3423107,1.420806156,1.378125824,32.59257911,0,0,60.93488981,8.48,82488495,0.168128319,0,78.22926829,0,0,0,10.83530471,33.00546789,686014000000.00,0.863551824,2.466615193,0.827656897
Germany,DEU,2003 [YR2003],2.50164E+12,29909.67518,30310.3576,-0.700116686,29.03760677,1.034222186,1.321253524,32.81171295,0,0,61.84931971,9.78,82534176,0.055363304,0,78.3804878,0,0,0,10.99852141,43.13274781,1079030000000.00,1.013396415,2.614345224,1.571002767
Germany,DEU,2004 [YR2004],2.81435E+12,31334.01534,34106.65812,1.175088132,30.51283525,1.665736967,1.115595867,35.71336386,0,0,66.22619911,10.73,82516260,-0.021709728,0,78.6804878,0,0,0,10.42629457,42.44373115,1194520000000.00,1.088486673,-0.725154707,0.322265025
Germany,DEU,2005 [YR2005],2.84686E+12,31794.09601,34520.23965,0.731707164,32.85914059,1.546911148,0.405207332,38.05957235,0,0,70.91871294,11.17,82469422,-0.056778262,0,78.93170732,0,0,0,10.6568166,42.22668139,1202140000000.00,1.085743707,2.101793081,3.123624231
Germany,DEU,2006 [YR2006],2.9947E+12,34158.12837,36353.88033,3.816441913,36.01682124,1.577426428,0.397281155,41.43290791,0,0,77.44972915,10.25,82376451,-0.112797498,0,79.13170732,0,0,0,10.85162762,54.68353352,1637610000000.00,1.064281975,2.91996036,4.941234732
Germany,DEU,2007 [YR2007],3.42558E+12,36292.07671,41640.08087,2.976455131,36.5516593,2.298344007,1.770273207,43.3227581,0,0,79.8744174,8.66,82266372,-0.133718573,0,79.53414634,0,0,0,11.33404013,61.45525178,2105200000000.00,1.147360103,1.484338647,4.105978609
Germany,DEU,2008 [YR2008],3.74526E+12,37802.38743,45612.71062,0.959879134,37.72561447,2.628379816,0.909330422,43.79919026,0,0,81.52480473,7.52,82110097,-0.190142845,0,79.73658537,0,0,0,11.47230109,29.6529057,1110580000000.00,1.206609257,0.826503411,2.617296561
Germany,DEU,2009 [YR2009],3.41126E+12,36816.20718,41650.36783,-5.693836336,33.10880596,0.312739007,1.841891638,38.11990694,0,0,71.2287129,7.74,81902307,-0.25338341,0,79.83658537,0,0,0,11.61493705,37.88497067,1292360000000.00,1.131305233,1.662198034,2.923781831
Germany,DEU,2010 [YR2010],3.39967E+12,38950.71088,41572.45595,4.179882499,37.30315083,1.103810378,0.645275771,42.56547341,0,0,79.86862424,6.97,81776930,-0.153198447,0,79.98780488,0,0,0,11.19029793,42.05466904,1429720000000.00,1.0673093,2.530762023,4.313451553
Germany,DEU,2011 [YR2011],3.74931E+12,42541.53109,46705.8958,3.925192705,40.14898499,2.075172837,1.069483745,45.05713628,0,0,85.20612127,5.82,80274983,-1.853714629,0,80.43658537,0,0,0,11.48138523,31.59244189,1184500000000.00,1.097889394,2.601419304,2.878087143
Germany,DEU,2012 [YR2012],3.52714E+12,43359.61483,43855.85447,0.418497594,40.20693474,2.008488848,1.496488838,46.30712014,0,0,86.51405488,5.38,80425823,0.187727801,0,80.53902439,0,0,0,11.62298611,42.13933857,1486310000000.00,1.011444743,1.855413408,2.809136341
Germany,DEU,2013 [YR2013],3.7338E+12,44993.89275,46298.92292,0.437591303,39.66019884,1.504723303,1.959391683,45.41867786,0,0,85.0788767,5.23,80645605,0.272900215,0,80.4902439,0,0,0,11.61150337,51.85344285,1936110000000.00,1.029004607,1.799764604,2.498612666
Germany,DEU,2014 [YR2014],3.88909E+12,47011.55109,48023.86998,2.209543431,39.00083008,0.906794,1.877939854,45.61926331,0,0,84.62009339,4.98,80982500,0.416877359,0,81.0902439,0,0,0,11.4825632,44.70294326,1738540000000.00,1.021533408,0.502227193,2.762892358
Germany,DEU,2015 [YR2015],3.35759E+12,47609.781,41103.25644,1.491931528,39.32548626,0.514426137,1.853678824,46.92073836,0,0,86.24622461,4.62,81686611,0.865702644,0,80.64146341,0,0,0,11.47872896,51.10220955,1715800000000.00,0.863336389,1.860729182,3.897594188
Germany,DEU,2016 [YR2016],3.46985E+12,50579.68393,42136.12079,2.229999868,38.69638311,0.491747008,1.327752223,46.07326285,0,0,84.76964597,4.12,82348669,0.807218539,0,80.9902439,0,0,0,11.29612025,49.45573417,1716040000000.00,0.833064138,1.865906917,3.225483325
Germany,DEU,2017 [YR2017],3.69085E+12,53071.45557,44652.58917,2.680231114,40.07416227,1.509494851,1.503738989,47.16304068,0,0,87.23720295,3.75,82657002,0.37372456,0,80.99268293,0,0,0,11.41912242,61.29273987,2262220000000.00,0.841367336,2.966416856,3.945145397
Germany,DEU,2018 [YR2018],3.97444E+12,55195.84054,47939.27829,0.981232606,41.2110119,1.732168798,2.007492441,47.30885914,0,0,88.51987104,3.38,82905782,0.300526702,0,80.89268293,0,0,0,11.45698198,44.16147453,1755170000000.00,0.868530632,4.1997218,4.929693035
Germany,DEU,2019 [YR2019],3.88823E+12,57397.52388,46793.68676,1.056603898,41.0167969,1.445659769,2.124384675,46.66961299,0,0,87.68640989,3.14,83092962,0.225519874,16.1,81.29268293,0,0,0,11.40856141,53.96224167,2098170000000.00,0.815256192,1.902524713,4.44382847
Germany,DEU,2020 [YR2020],3.88967E+12,56482.47563,46772.82535,-3.696788705,37.38517603,0.144877926,1.810810222,43.01312903,0,0,80.39830506,3.86,83160871,0.081693159,16,81.04146341,0,0,0,10.56230784,58.72244917,2284110000000.00,0.828094463,4.134044807,3.982623696
Germany,DEU,2021 [YR2021],4.25993E+12,58798.93735,51203.55447,2.626987267,41.71222322,3.066666667,3.057600698,47.03055459,0,0,88.74277782,3.64,83196078,0.042327057,14.7,80.90097561,0,0,0,11.22529326,0,0.00,0.870824487,2.251301763,5.040207032
Germany,DEU,2022 [YR2022],4.07219E+12,63149.59869,48432.45587,1.78520821,48.2812997,6.872574386,5.482776628,50.33785444,0,0,98.61915414,3.14,84079811,1.056627141,0,0,0,0,0,0,0,0.00,0.76694796,1.163376391,4.392450972
India,IND,1998 [YR1998],4.21351E+11,1847.256696,412.5093558,6.184415821,12.6810009,13.23083898,8.010167523,11.01846918,50.31921817,31.16589712,23.69947008,0,1021434576,1.887557865,0,61.792,0,0,0,8.113143511,0,0.00,0.223309168,0.625286202,0.011295331
India,IND,1999 [YR1999],4.5882E+11,2001.634107,440.9614546,8.845755561,13.36353343,4.66982038,3.068395521,11.45206461,51.35295144,36.08485931,24.81559804,0,1040500054,1.849333251,0,62.207,0,0,0,8.638300028,0,0.00,0.22030073,0.472644846,0.017295973
India,IND,2000 [YR2000],4.68395E+11,2087.224776,442.0347789,3.840991157,13.9036866,4.00943591,3.644970161,12.99723631,55.0042465,40.59967978,26.90092291,2.73,1059633675,1.822184002,0,62.669,0,0,0,8.810143496,48.17481018,225648000000.00,0.21178111,0.765212649,0.108782767
India,IND,2001 [YR2001],4.85441E+11,2197.109404,449.9111249,4.823966264,13.43487512,3.779293122,3.215616017,12.55837963,59.0179098,49.29728141,25.99325475,0,1078970907,1.808446421,0,63.091,47.84209824,73.4118576,61.0145607,8.079454445,30.64669668,148772000000.00,0.204774111,1.056378305,0.217149393
India,IND,2002 [YR2002],5.14938E+11,2275.441506,468.8444283,3.803975321,15.24427901,4.297152039,3.715683777,14.26438392,62.5527713,67.71967149,29.50866294,0,1098313039,1.776767874,0,63.616,0,0,0,8.676273931,33.43813807,172186000000.00,0.206045476,1.011571805,0.244897685
India,IND,2003 [YR2003],6.07699E+11,2459.953916,543.8437989,7.860381476,15.64452227,3.805858995,3.867798086,14.94791386,62.1900539,87.25872698,30.59243613,0,1117415123,1.724269032,0,64.094,0,0,0,9.108084322,50.84668796,308995000000.00,0.221078857,0.605889255,0.203693879
India,IND,2004 [YR2004],7.09149E+11,2680.898081,624.1050944,7.922936613,19.6446891,3.767251735,5.725413227,17.85912496,62.59297674,106.459372,37.50381406,0,1136264583,1.67281087,37.2,64.524,0,0,0,9.570817081,58.59764268,415544000000.00,0.232797024,0.765601405,0.259051931
India,IND,2005 [YR2005],8.20382E+11,2936.560443,710.5093449,7.923430621,22.39642292,4.24634362,5.621903263,19.60524669,62.2265261,113.7210975,42.00166962,8.7,1154638713,1.604129169,0,64.996,0,0,0,10.08093153,76.15231578,624740000000.00,0.24195291,0.88610072,0.321893491
India,IND,2006 [YR2006],9.4026E+11,3221.697778,802.013742,8.060732573,24.45653908,5.796523376,8.400938217,21.26794142,59.66673028,111.6121052,45.7244805,0,1172373788,1.52430796,0,65.412,50.82376099,75.19190216,62.75447083,11.12933705,95.21515196,895270000000.00,0.248941334,2.130168425,1.492867398
India,IND,2007 [YR2007],1.21674E+12,3510.388774,1022.732476,7.660815065,24.88656893,6.372881356,6.944418254,20.79969975,57.49753639,135.5392705,45.68626868,0,1189691809,1.46637175,0,65.788,0,0,0,12.10834699,161.2394524,1961860000000.00,0.291344504,2.07339403,1.399326201
India,IND,2008 [YR2008],1.1989E+12,3636.060371,993.5034125,3.08669806,29.27086318,8.349267049,9.193969626,24.09735726,57.29221428,113.3462732,53.36822044,0,1206734806,1.422391509,0,66.149,0,0,0,10.97717215,66.00310381,791308000000.00,0.273236226,3.620523209,1.606189439
India,IND,2009 [YR2009],1.34189E+12,3892.530031,1096.636136,7.861888833,25.87235027,10.88235294,7.040365435,20.40051937,55.25644611,111.0687833,46.27286964,0,1223640160,1.39119493,29.8,66.513,0,0,0,9.809725406,101.8944857,1367310000000.00,0.281728369,2.651590332,1.199472947
India,IND,2010 [YR2010],1.67562E+12,4215.580828,1350.634457,8.497584702,26.85427325,11.98938992,10.52603086,22.40093325,51.5919103,103.4613192,49.2552065,3.12,1240613620,1.377595812,0,66.909,0,0,0,10.38803979,105.1829528,1762460000000.00,0.320391071,1.635034111,0.952969178
India,IND,2011 [YR2011],1.82305E+12,4467.466655,1449.603301,5.241315001,31.08346869,8.911793365,8.733580144,24.54041132,51.55655366,89.33615126,55.62388001,0,1257621191,1.361588085,21.9,67.359,59.27732086,78.87722778,69.3025589,10.1773872,68.27006417,1244600000000.00,0.324479938,2.002063463,0.691587283
India,IND,2012 [YR2012],1.82764E+12,4827.945973,1434.017978,5.456388753,31.25929106,9.478996914,7.93438627,24.53443066,50.67803055,76.52670538,55.79372172,3.22,1274487215,1.33219205,0,67.887,0,0,0,10.83677172,76.07724369,1390420000000.00,0.297024446,1.312934538,0.467994189
India,IND,2013 [YR2013],1.85672E+12,5016.928746,1438.056995,6.386106401,28.41327065,10.01787847,6.186503979,25.4308613,50.31182736,69.77083946,53.84413195,0,1291132063,1.297548835,0,68.46,0,0,0,11.00162569,68.13426687,1265060000000.00,0.286640905,1.516276477,0.095057272
India,IND,2014 [YR2014],2.03913E+12,5187.255759,1559.863772,7.410227605,25.95422274,6.665656719,3.331756917,22.96796301,49.90092487,71.05481325,48.92218575,0,1307246509,1.240362184,0,69.074,0,0,0,9.984654191,82.71720817,1686710000000.00,0.300710789,1.695659598,0.57311212
India,IND,2015 [YR2015],2.10359E+12,5412.336239,1590.174322,7.996253786,22.10972471,4.906973441,2.279588108,19.81318916,49.96471839,73.78867631,41.92291387,0,1322866505,1.18779532,0,69.636,0,0,0,10.56970905,82.96153759,1745170000000.00,0.293805531,2.092115227,0.357212268
India,IND,2016 [YR2016],2.2948E+12,5778.269614,1714.279541,8.256305502,20.9242508,4.948216341,3.237974951,19.15823491,47.63375559,79.40563381,40.08248571,0,1338636340,1.185046229,0,70.117,0,0,0,11.14773842,76.09812472,1746300000000.00,0.296676973,1.937364119,0.219945069
India,IND,2017 [YR2017],2.65147E+12,6112.06665,1957.969814,6.795383419,21.95073212,3.328173375,3.969257934,18.79176484,47.58360938,80.67173048,40.74249695,0,1354195680,1.155624491,0,70.467,0,0,0,11.38744398,96.39877837,2555990000000.00,0.320344971,1.507315832,0.418263547
India,IND,2018 [YR2018],2.70293E+12,6590.882301,1974.37773,6.453851345,23.68914073,3.938826467,3.884240272,19.9278286,46.52249867,76.61111717,43.61696933,7.65,1369003306,1.087527722,0,70.71,65.79080963,82.36670685,74.37299347,12.01742775,84.43839911,2282310000000.00,0.299561977,1.558214839,0.422422743
India,IND,2019 [YR2019],2.83561E+12,6897.770038,2050.16379,3.871436941,21.24113863,3.729505735,2.405517161,18.6642649,0,82.63401681,39.90540353,6.51,1383112050,1.025310772,0,70.91,0,0,0,0,80.65028341,2286920000000.00,0.297221244,1.784826349,0.463417728
India,IND,2020 [YR2020],2.6716E+12,6517.761388,1913.219721,-5.83105322,19.098878,6.623436776,4.746548933,18.70524736,0,104.4552788,37.80412536,7.86,1396387127,0.955220858,0,70.15,0,0,0,0,97.15039924,2595470000000.00,0.293539393,2.409135951,0.416330543
India,IND,2021 [YR2021],3.15031E+12,7367.994665,2238.127139,9.050277908,24.1532946,5.131407472,8.538525481,21.5143886,0,104.180185,45.6676832,6.38,1407563842,0.797216094,0,67.24,0,0,0,0,0,0.00,0.303763404,1.419775276,0.547208108
India,IND,2022 [YR2022],3.38509E+12,8379.062487,2388.621198,7.002951544,26.92365629,6.699034141,8.318211292,22.44943776,0,0,49.37309406,0,1417173173,0.680372581,0,0,0,0,0,0,0,0.00,0.285070221,1.475300809,0.429301739
Italy,ITA,1998 [YR1998],1.27005E+12,25021.65968,22318.1373,1.810615162,21.02978594,1.955085577,2.402621678,24.06295229,0,0,45.09273823,12.12,56906744,0.028774016,0,78.97560976,0,0,0,24.64437781,0.023167546,294240000.00,0.891952716,0.207870545,0.980664889
Italy,ITA,1999 [YR1999],1.25245E+12,25602.38947,22005.05454,1.625727599,21.42004911,1.66345995,1.536128447,23.20074169,0,0,44.6207908,11.68,56916317,0.016820844,0,79.42439024,0,0,0,24.99307535,58.14541835,728240000000.00,0.859492219,0.554256596,0.020955922
Italy,ITA,2000 [YR2000],1.14668E+12,27077.63273,20137.59122,3.786955143,24.77785773,2.537685321,1.792397966,25.6277321,0,0,50.40558983,10.83,56942108,0.045303631,0,79.77804878,0,0,0,23.80974052,67.00783402,768363000000.00,0.743698366,1.148796315,0.566161145
Italy,ITA,2001 [YR2001],1.16802E+12,28039.09289,20500.9544,1.951371556,24.38579296,2.785165427,3.033592026,25.64901167,0,0,50.03480463,9.6,56974100,0.056167601,0,80.12682927,98.0421524,98.82369232,98.41661835,23.40575007,45.15896413,527467000000.00,0.731156121,1.273783228,1.401468784
Italy,ITA,2002 [YR2002],1.27677E+12,28736.57711,22376.2979,0.253942999,23.65045696,2.465323192,3.27434188,24.40746734,0,0,48.0579243,9.21,57059007,0.148916429,0,80.22926829,0,0,0,22.89138772,37.36582683,477075000000.00,0.778669562,1.350232927,0.901074069
Italy,ITA,2003 [YR2003],1.57762E+12,29198.39927,27526.32246,0.138626891,22.84665187,2.672555528,3.147807929,23.30219291,0,0,46.14884478,8.87,57313203,0.444507313,18.9,79.98292683,0,0,0,22.76357266,38.972687,614842000000.00,0.942733956,1.240657798,0.135927002
Italy,ITA,2004 [YR2004],1.80654E+12,29554.86256,31317.20079,1.423594158,23.42050197,2.206736614,2.670183681,24.00982842,0,0,47.43033039,7.87,57685327,0.647182705,19.2,80.7804878,0,0,0,22.21584927,43.70572047,789563000000.00,1.059629384,1.112663427,0.79228957
Italy,ITA,2005 [YR2005],1.85822E+12,30130.64446,32055.09208,0.817848974,24.69991838,1.985292985,2.010557901,24.60109238,0,0,49.30101076,7.73,57969484,0.491389108,19.3,80.78292683,0,0,0,21.95930961,42.94831049,798073000000.00,1.063870111,1.978351837,2.814355287
Italy,ITA,2006 [YR2006],1.94955E+12,32451.49348,33529.7266,1.790639681,26.99469075,2.09084391,2.124853915,26.17348843,0,0,53.16817918,6.78,58143979,0.300559689,19.5,81.28292683,0,0,0,23.32782117,52.65334588,1026500000000.00,1.033225994,2.92351747,3.024335615
Italy,ITA,2007 [YR2007],2.2131E+12,34145.54606,37870.74751,1.48707298,27.70041338,1.829741122,2.478994766,27.36104225,0,0,55.06145563,6.08,58438310,0.504933687,18.9,81.43414634,0,0,0,23.76334792,48.46294685,1072530000000.00,1.109097727,2.981133303,5.421951121
Italy,ITA,2008 [YR2008],2.40866E+12,35523.27131,40944.91242,-0.962012841,27.6301011,3.347832584,2.400703444,26.86277469,0,0,54.4928758,6.72,58826731,0.662469253,18.4,81.48536585,0,0,0,23.48996403,21.67548754,522088000000.00,1.152622236,-0.394476496,2.810849825
Italy,ITA,2009 [YR2009],2.19993E+12,34603.25586,37226.75719,-5.280937208,23.01960005,0.774768131,1.67883896,22.39916173,0,0,45.41876179,7.75,59095365,0.45561345,18.7,81.63658537,0,0,0,23.74294495,29.81224887,655848000000.00,1.075816604,0.754896991,0.834989649
Italy,ITA,2010 [YR2010],2.1361E+12,35156.66839,36035.645,1.713295839,26.93213852,1.525516021,0.436360538,25.07404985,0,0,52.00618837,8.36,59277417,0.307591222,19.8,82.03658537,0,0,0,23.68062299,25.04840322,535059000000.00,1.025001704,0.464889359,1.438503987
Italy,ITA,2011 [YR2011],2.29499E+12,36598.01497,38649.63948,0.707333347,28.27305899,2.780632729,1.607176983,26.87246347,0,0,55.14552246,8.36,59379449,0.171978291,19.5,82.18780488,98.57956696,99.14100647,98.84828186,23.64758929,18.80119836,431486000000.00,1.056058355,1.501767646,2.26025359
