Country Name,Country Code,Series Name,GDP (current US$),"GDP per capita, PPP (current international $)",GDP per capita (current US$),GDP growth (annual %),Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)","Inflation, GDP deflator (annual %)",Exports of goods and services (% of GDP),"Central government debt, total (% of GDP)",Total reserves (% of total external debt),Trade (% of GDP),"Unemployment, total (% of total labor force) (national estimate)","Population, total",Population growth (annual %),Poverty headcount ratio at national poverty lines (% of population),"Life expectancy at birth, total (years)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)",Tax revenue (% of GDP),Market capitalization of listed domestic companies (% of GDP),Market capitalization of listed domestic companies (current US$),Price level ratio of PPP conversion factor (GDP) to market exchange rate,"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)"
Italy,ITA,2012 [YR2012],2.08696E+12,36486.29679,35051.52127,-2.980905768,27.27547801,3.041363332,1.54730144,28.37924284,0,0,55.65472084,10.65,59539717,0.26954124,19.3,82.23902439,0,0,0,24.94682979,23.08754509,481827000000.00,0.960676318,0.00167234,0.325677283
Italy,ITA,2013 [YR2013],2.14192E+12,36314.6971,35560.08141,-1.841065451,26.23433632,1.219993423,1.147610159,28.63324308,0,0,54.8675794,12.15,60233948,1.159251117,19.4,82.6902439,0,0,0,25.13890393,28.73408594,615462000000.00,0.979220102,0.911862937,0.946610041
Italy,ITA,2014 [YR2014],2.16201E+12,36194.87392,35565.72138,-0.004547542,26.21328696,0.24104743,0.913241262,29.10882819,0,0,55.32211515,12.68,60789140,0.917504096,19.9,83.0902439,0,0,0,24.84107219,27.16511692,587312000000.00,0.982617634,0.787819995,0.947093888
Italy,ITA,2015 [YR2015],1.83664E+12,36899.38521,30242.38614,0.778304351,26.70219379,0.0387904,0.931863575,29.71598237,0,0,56.41817616,11.9,60730582,-0.096376133,20.6,82.54390244,0,0,0,24.73952717,0,0.00,0.819590515,0.724336604,0.839812878
Italy,ITA,2016 [YR2016],1.87707E+12,39926.95466,30960.73151,1.293462732,26.03971207,-0.094016657,1.13435002,29.32789075,0,0,55.36760281,11.69,60627498,-0.169884073,20.3,83.24390244,0,0,0,25.07030955,0,0.00,0.775434334,1.366845175,0.72770998
Italy,ITA,2017 [YR2017],1.9618E+12,41581.12079,32406.72032,1.667859041,27.87044263,1.226533166,0.726343221,30.73373332,0,0,58.60417595,11.21,60536709,-0.149861117,20.3,82.94634146,0,0,0,24.68367944,0,0.00,0.779361395,0.567766927,0.602211377
Italy,ITA,2018 [YR2018],2.09193E+12,43036.24378,34622.16967,0.925810941,28.94999704,1.137487636,1.068132047,31.3535542,0,0,60.30355124,10.61,60421760,-0.19006364,20.1,83.34634146,98.9719162,99.35344696,99.15576172,24.2381807,0,0.00,0.80448865,2.115255482,1.847859213
Italy,ITA,2019 [YR2019],2.0113E+12,45799.77225,33673.75096,0.483198317,28.2765605,0.611246944,0.938114135,31.60241973,0,0,59.87898022,9.95,59729081,-1.153028424,20,83.49756098,99.22389221,99.4833374,99.34909821,24.5767049,0,0.00,0.735238393,1.550498698,1.634217935
Italy,ITA,2020 [YR2020],1.89721E+12,43144.40642,31918.69349,-8.979126097,25.83684879,-0.137707574,1.571230901,29.43617352,0,0,55.27302232,9.16,59438851,-0.487095092,20.1,82.19512195,0,0,0,24.76225601,0,0.00,0.7398107,-1.164390699,-0.015934804
Italy,ITA,2021 [YR2021],2.11436E+12,46705.01791,35770.04961,6.986766416,30.4152924,1.873783258,0.596707537,32.69340172,0,0,63.10869412,9.5,59109668,-0.555357163,20.1,82.79512195,0,0,0,25.41054153,0,0.00,0.76587166,0.89443321,2.668776308
Italy,ITA,2022 [YR2022],2.01043E+12,51864.97774,34157.99012,3.674683255,38.6903652,8.201289912,3.010024306,37.14961436,0,0,75.83997956,8.07,58856847,-0.428632459,0,0,0,0,0,0,0,0.00,0.65859452,1.553302055,0.449901989
Japan,JPN,1998 [YR1998],4.09836E+12,25509.8996,32423.75545,-1.270330495,8.629380124,0.661974191,-0.026680247,10.3738061,80.47828377,0,19.00318622,4.08,126400000,0.27172961,0,80.50146341,0,0,0,0,59.52496095,2439550000000.00,1.271026384,0.061293305,0.48324401
Japan,JPN,1999 [YR1999],4.63598E+12,25735.97109,36610.16671,-0.333929958,8.320091715,-0.341296928,-1.241051347,9.805539002,90.65379413,0,18.12563072,4.68,126631000,0.182586374,0,80.46097561,0,0,0,0,96.10365334,4455350000000.00,1.422529058,0.318821556,0.523338275
Japan,JPN,2000 [YR2000],4.96836E+12,27287.27019,39169.36018,2.764647551,9.098877381,-0.676578684,-1.33626009,10.4634942,98.93382307,0,19.56237158,4.75,126843000,0.167275578,0,81.07609756,0,0,0,0,63.54656906,3157220000000.00,1.435444436,0.215124712,0.906284985
Japan,JPN,2001 [YR2001],4.37471E+12,27942.34665,34406.16902,0.386103426,9.482804509,-0.740055504,-1.084879848,10.07679996,102.846758,0,19.55960447,5.02,127149000,0.240952588,0,81.41634146,0,0,0,0,51.76406912,2264530000000.00,1.231327112,0.112602518,0.815148614
Japan,JPN,2002 [YR2002],4.18285E+12,28623.58845,32820.78863,0.041962499,9.591676459,-0.923494027,-1.390978615,10.85544561,111.8762497,0,20.44712207,5.39,127445000,0.232527187,0,81.69073171,0,0,0,0,49.47108771,2069300000000.00,1.146634311,0.276304112,0.738773474
Japan,JPN,2003 [YR2003],4.51956E+12,29392.24899,35387.04836,1.535125499,9.860323691,-0.256541816,-1.607703708,11.46580158,121.9153209,0,21.32612527,5.25,127718000,0.213980949,0,81.76,0,0,0,0,65.34034977,2953100000000.00,1.203958512,0.194079284,0.762564323
Japan,JPN,2004 [YR2004],4.89312E+12,30830.65845,38298.98017,2.186115694,10.8780888,-0.008573388,-1.1247664,12.78626462,127.5476298,0,23.66435342,4.73,127761000,0.033662258,0,82.0302439,0,0,0,0,72.70774749,3557670000000.00,1.242236855,0.153847736,0.830017787
Japan,JPN,2005 [YR2005],4.83147E+12,32169.86749,37812.89102,1.803900872,12.41405886,-0.282946069,-1.194017681,13.81589572,128.2074929,0,26.22995458,4.45,127773000,0.009392097,0,81.95512195,0,0,0,0,94.64830207,4572900000000.00,1.175413328,0.113001266,1.069344338
Japan,JPN,2006 [YR2006],4.60166E+12,33634.63171,35991.54239,1.372350128,14.35900205,0.249355116,-0.862018389,15.65737405,128.5996679,0,30.0163761,4.19,127854000,0.063373589,0,82.32195122,0,0,0,0,100.2696019,4614070000000.00,1.070073926,-0.052087906,1.263727507
Japan,JPN,2007 [YR2007],4.57975E+12,35015.98657,35779.01568,1.483969412,15.52745068,0.060039454,-0.705243547,17.28912737,132.2220465,0,32.81657805,3.89,128001000,0.114908848,0,82.50707317,0,0,0,0,94.56677902,4330920000000.00,1.021790878,0.472322844,1.593748404
Japan,JPN,2008 [YR2008],5.10668E+12,35273.79115,39876.3063,-1.224289001,16.89393316,1.380078862,-0.911530288,17.23554338,138.5742742,0,34.12947654,4,128063000,0.048425395,0,82.58756098,0,0,0,0,61.01428106,3115800000000.00,1.130479741,0.482208561,2.225391969
Japan,JPN,2009 [YR2009],5.28949E+12,33547.28342,41309.00165,-5.693236359,11.97060079,-1.35283673,-0.569564925,12.41956575,156.9844853,0,24.39016653,5.07,128047000,-0.012494631,0,82.93146341,0,0,0,0,62.5028068,3306080000000.00,1.23136652,0.231146348,1.392895437
Japan,JPN,2010 [YR2010],5.75907E+12,35335.37351,44968.15623,4.097917919,13.57996924,-0.728243208,-1.88074195,14.91850345,160.4980984,0,28.49847269,5.1,128070000,0.017960542,0,82.84268293,0,0,0,0,66.46512413,3827770000000.00,1.272610185,0.12920449,1.383148483
Japan,JPN,2011 [YR2011],6.23315E+12,36214.43977,48760.07895,0.023809524,15.42049847,-0.272455616,-1.62208025,14.77446226,175.5676412,0,30.19496073,4.55,127833000,-0.185226486,0,82.59121951,0,0,0,0,53.35006006,3325390000000.00,1.346426432,-0.013648274,1.874417447
Japan,JPN,2012 [YR2012],6.27236E+12,37605.97426,49145.28043,1.374750999,16.0561363,-0.04406451,-0.75609312,14.41477461,183.7062093,0,30.47091092,4.36,127629000,-0.159710676,0,83.09609756,0,0,0,0,55.46285383,3478830000000.00,1.306847686,0.008720202,1.875407291
Japan,JPN,2013 [YR2013],5.21233E+12,39402.0251,40898.6479,2.005100177,18.19461192,0.335037912,-0.354375054,15.78415673,186.5642973,0,33.97876865,4.04,127445000,-0.144271883,0,83.33195122,0,0,0,0,87.1619933,4543170000000.00,1.037983398,0.204293384,2.986853415
Japan,JPN,2014 [YR2014],4.89699E+12,39555.41201,38475.39525,0.296205514,20.01277922,2.759226714,1.686294786,17.41865535,192.1128503,0,37.43143457,3.59,127276000,-0.132694222,0,83.58780488,0,0,0,0,89.40166166,4377990000000.00,0.972696106,0.403354543,2.816512085
Japan,JPN,2015 [YR2015],4.44493E+12,40898.80697,34960.63938,1.560626697,17.99064852,0.795279631,2.111298993,17.43675984,194.584024,0,35.42740835,3.39,127141000,-0.106124994,0,83.79390244,0,0,0,0,110.123633,4894920000000.00,0.854808293,0.118161988,3.113997056
Japan,JPN,2016 [YR2016],5.00368E+12,40596.96866,39375.47316,0.753826746,15.25227761,-0.127258844,0.419944376,16.05796924,193.2302909,0,31.31024685,3.13,127076000,-0.051137415,0,83.98487805,0,0,0,0,99.03315164,4955300000000.00,0.969911657,0.818481615,3.569582259
Japan,JPN,2017 [YR2017],4.93084E+12,41444.21574,38834.05293,1.675331752,16.83177447,0.484199796,-0.074349504,17.5914391,193.4871708,0,34.42321357,2.82,126972000,-0.081874296,0,84.0997561,0,0,0,0,126.2021994,6222830000000.00,0.937019853,0.381319638,3.523747062
Japan,JPN,2018 [YR2018],5.04088E+12,42141.9353,39751.1331,0.643391023,18.2949862,0.989094598,-0.000237506,18.3149456,197.3346932,0,36.6099318,2.47,126811000,-0.126880068,0,84.21097561,0,0,0,0,105.077092,5296810000000.00,0.943267859,0.501685482,3.178379096
Japan,JPN,2019 [YR2019],5.11799E+12,42270.96279,40415.95676,-0.402169201,17.75289168,0.468776159,0.634803166,17.46352643,198.0170845,0,35.21641811,2.35,126633000,-0.140464978,0,84.35634146,0,0,0,0,120.9667981,6191070000000.00,0.956116305,0.780785313,5.046593108
Japan,JPN,2020 [YR2020],5.04879E+12,41683.91558,39986.92863,-4.278603688,15.81854648,-0.024995834,0.944197436,15.5494225,216.0623497,0,31.36796898,2.81,126261000,-0.294194618,0,84.56,0,0,0,0,133.0659443,6718220000000.00,0.959289166,1.239598486,2.973350117
Japan,JPN,2021 [YR2021],5.00554E+12,42833.85133,39827.12677,2.142487369,18.73894775,-0.233352779,-0.227533441,18.20157767,217.6142239,0,36.94052543,2.83,125681593,-0.459952416,0,84.44560976,0,0,0,0,0,0.00,0.929804945,0.692617831,4.194621179
Japan,JPN,2022 [YR2022],4.23114E+12,45572.72382,33815.31727,1.028624866,0,2.497702782,0.244463731,0,0,0,0,2.6,125124989,-0.443851919,0,0,0,0,0,0,0,0.00,0.742007816,1.123158147,4.145483896
United Kingdom,GBR,1998 [YR1998],1.655E+12,23707.95423,28296.76027,3.157287339,24.87876829,1.820561637,1.550192435,24.43146681,90.2909561,0,49.3102351,6.2,58487141,0.291406085,0,77.1902439,0,0,0,25.004453,138.8311589,2297650000000.00,1.193555547,6.635518909,9.545320677
United Kingdom,GBR,1999 [YR1999],1.68941E+12,24514.67863,28788.96929,3.014070476,25.29780204,1.752950801,1.42830265,24.28290954,87.38964708,0,49.58071158,6.04,58682466,0.333405882,0,77.3902439,0,0,0,25.45965618,174.9024495,2954820000000.00,1.174356381,7.688587167,14.34501147
United Kingdom,GBR,2000 [YR2000],1.66605E+12,26541.00882,28289.65269,4.092653478,26.85091764,1.182956242,1.311967611,25.61874343,87.44749774,0,52.46966107,5.56,58892514,0.357300887,0,77.74146341,0,0,0,26.07990061,154.6768252,2576990000000.00,1.065884605,9.851472459,17.52930169
United Kingdom,GBR,2001 [YR2001],1.64877E+12,27892.86138,27888.60511,2.157428178,27.28479215,1.532349603,1.815596239,25.52205797,84.29840316,0,52.80685012,4.7,59119673,0.38497597,0,77.99268293,0,0,0,25.75972018,130.370339,2149500000000.00,0.999847406,3.401995889,4.695146567
United Kingdom,GBR,2002 [YR2002],1.78578E+12,29090.90922,30078.60813,1.770765299,26.864538,1.520402459,2.22296922,24.44341867,86.26916153,0,51.30795668,5.04,59370479,0.42333708,0,78.14390244,0,0,0,24.95998791,103.9429814,1856190000000.00,1.03395215,5.026403799,6.770257902
United Kingdom,GBR,2003 [YR2003],2.0567E+12,30349.70269,34480.94106,3.123053313,26.14777621,1.376500385,2.51873363,23.97070673,86.47603549,0,50.11848294,4.81,59647577,0.465641114,0,78.44634146,0,0,0,24.5292635,117.9470312,2425820000000.00,1.136121214,1.750919442,3.990892853
United Kingdom,GBR,2004 [YR2004],2.42305E+12,32073.74911,40392.26486,2.344971482,26.35361412,1.390397567,2.653242981,23.97976455,90.33247193,0,50.33337867,4.59,59987905,0.568943113,0,78.74634146,0,0,0,25.13744692,116.2143213,2815930000000.00,1.25935589,3.592980611,5.309004205
United Kingdom,GBR,2005 [YR2005],2.54481E+12,32747.04985,42131.82707,2.668337657,27.36147718,2.08913649,3.010869415,25.17727735,91.98524195,0,52.53875453,4.75,60401206,0.686611306,0,79.04878049,0,0,0,25.47185247,120.1731609,3058180000000.00,1.286583899,9.928170779,6.283779304
United Kingdom,GBR,2006 [YR2006],2.70998E+12,34751.67375,44537.71234,2.160405321,29.36550345,2.455661664,3.00416883,27.43236353,92.00712638,0,56.79786697,5.35,60846820,0.735048678,0,79.24878049,0,0,0,25.75641432,139.5346482,3781360000000.00,1.281599058,7.514320021,5.249302452
United Kingdom,GBR,2007 [YR2007],3.093E+12,35546.26471,50438.2296,2.563460461,27.41494328,2.386561508,2.330172013,25.41920258,93.63239039,0,52.83414586,5.26,61322463,0.778666112,0,79.44878049,0,0,0,25.97529292,124.3603709,3846460000000.00,1.418945985,6.773850594,11.97528934
United Kingdom,GBR,2008 [YR2008],2.93168E+12,36771.00799,47432.8791,-0.154344315,29.0967727,3.521408563,3.325815554,27.30851545,105.2377916,0,56.40528814,5.62,61806995,0.787032622,0,79.6,0,0,0,26.43903039,63.72286876,1868150000000.00,1.289953191,8.645343155,12.1669423
United Kingdom,GBR,2009 [YR2009],2.41757E+12,35094.36471,38820.01459,-4.5104856,27.96127541,1.961731736,1.909328631,26.62921537,123.392178,0,54.59049077,7.54,62276270,0.75639086,0,80.05121951,0,0,0,24.12490125,115.6719054,2796440000000.00,1.106160915,0.601725462,-2.001927531
United Kingdom,GBR,2010 [YR2010],2.4914E+12,36578.93121,39693.19387,2.430072895,30.24700738,2.492654725,1.433519383,28.55962704,130.6916914,0,58.80663441,7.79,62766365,0.783888647,0,80.40243902,0,0,0,25.21327155,107.8463347,2686880000000.00,1.085138153,2.678599117,2.183812635
United Kingdom,GBR,2011 [YR2011],2.6664E+12,37260.67197,42150.69814,1.067610914,32.06456393,3.856112447,2.124211563,31.09263188,143.5388902,0,63.15719581,8.04,63258810,0.781506562,0,80.95121951,0,0,0,25.79907235,109.9699057,2932240000000.00,1.131238271,1.013052041,3.031559893
United Kingdom,GBR,2012 [YR2012],2.70634E+12,38332.48151,42485.58607,1.448456757,31.51541435,2.573234797,1.476300513,30.37453575,147.0179035,0,61.8899501,7.88,63700215,0.695353132,0,80.90487805,0,0,0,25.09413445,121.6269554,3291640000000.00,1.108344266,1.727453795,0.444272939
United Kingdom,GBR,2013 [YR2013],2.78632E+12,39975.1903,43449.09172,1.819863375,31.60631006,2.291666667,2.171286859,30.04921741,141.5578557,0,61.65552748,7.52,64128273,0.669740536,0,81.00487805,0,0,0,25.10694071,141.6524846,3946880000000.00,1.086901435,1.955025587,1.659930934
United Kingdom,GBR,2014 [YR2014],3.06522E+12,41285.0644,47447.58893,3.199702626,30.46734882,1.451120163,1.277796945,28.38996858,150.5759794,0,58.8573174,6.11,64602298,0.736463979,0,81.30487805,0,0,0,24.86103111,116.497011,3570890000000.00,1.14926765,1.921244878,-3.716380063
United Kingdom,GBR,2015 [YR2015],2.93486E+12,42597.68296,45071.07432,2.393103184,29.28269577,0.368046842,0.712571162,27.63032549,147.6109814,0,56.91302125,5.3,65116219,0.792367506,0,80.95609756,0,0,0,24.98987505,0,0.00,1.058063988,1.54465681,-2.05042348
United Kingdom,GBR,2016 [YR2016],2.69966E+12,44255.11207,41146.07736,2.165206211,30.60574825,1.008417368,1.878609518,28.6504713,156.0049433,0,59.25621955,4.81,65611593,0.757874493,17,81.15609756,0,0,0,25.34052927,0,0.00,0.929747445,12.03163593,1.218978535
United Kingdom,GBR,2017 [YR2017],2.68349E+12,46104.0554,40622.68939,2.44357047,32.12711894,2.557755776,1.791164227,30.67244826,161.0885905,0,62.7995672,4.33,66058859,0.679374474,18.6,81.25609756,0,0,0,25.55126887,0,0.00,0.88110881,4.67148674,6.411202611
United Kingdom,GBR,2018 [YR2018],2.87815E+12,47202.19961,43306.3083,1.705021022,32.76488938,2.292839903,1.737852883,31.23490667,157.8036627,0,63.99979605,4,66460344,0.605929132,0,81.25609756,0,0,0,25.47049471,0,0.00,0.917463776,-0.870539118,-0.994809614
United Kingdom,GBR,2019 [YR2019],2.85706E+12,49288.69311,42747.08046,1.604308648,32.87254707,1.738104601,2.113413782,31.25760606,160.0202471,0,64.13015313,3.74,66836327,0.564131113,0,81.40487805,0,0,0,25.03931471,0,0.00,0.867279649,0.692697277,-0.752463024
United Kingdom,GBR,2020 [YR2020],2.70461E+12,45872.02729,40318.41692,-11.03085846,28.87896913,0.989486704,5.933146815,29.23718972,195.3922888,0,58.11615884,0,67081234,0.365758264,0,80.35121951,0,0,0,24.73812497,0,0.00,0.878932528,4.898158179,-0.164342622
United Kingdom,GBR,2021 [YR2021],3.12248E+12,50056.26629,46585.89756,7.597470972,30.05502487,2.518371096,0.016574,28.81996048,186.4819936,0,58.87498535,0,67026300,-0.081925305,0,80.7,0,0,0,26.38066536,0,0.00,0.930670644,0.189665013,5.153979051
United Kingdom,GBR,2022 [YR2022],3.07067E+12,54602.54438,45850.42612,4.101621381,36.20039514,7.922048831,5.410726593,32.72264633,0,0,68.92304148,0,66971411,-0.081925285,0,0,0,0,0,0,0,0.00,0.839712263,1.437045859,5.17561175
United States,USA,1998 [YR1998],9.06282E+12,32853.67695,32853.67695,4.481394432,12.31062982,1.552279099,1.125533104,10.51526113,41.12914898,0,22.82589095,4.51,275854000,1.165714526,0,76.5804878,0,0,0,12.32982914,142.5889796,12922600000000.00,1,2.329849229,1.9283185
United States,USA,1999 [YR1999],9.63117E+12,34515.39023,34515.39023,4.794499045,13.00422915,2.188027197,1.409232756,10.30933456,37.72727827,0,23.3135637,4.22,279040000,1.148340047,0,76.58292683,0,0,0,12.25997931,153.4328697,14777400000000.00,1,3.244142242,2.5696243
United States,USA,2000 [YR2000],10250900000000.00,36329.95607,36329.95607,4.077159479,14.41021845,3.376857271,2.26554767,10.69277691,33.26765486,0,25.10299536,3.99,282162411,1.112768997,0,76.63658537,0,0,0,12.97080036,147.379062,15107800000000.00,1,3.405782569,1.818075753
United States,USA,2001 [YR2001],10581900000000.00,37133.62311,37133.62311,0.954338729,13.26373384,2.826171119,2.252952359,9.703447499,52.44367633,0,22.96718134,4.73,284968955,0.989741382,0,76.83658537,0,0,0,11.8577039,132.1466528,13983700000000.00,1,1.630099648,1.380097989
United States,USA,2002 [YR2002],10929100000000.00,37997.75966,37997.75966,1.695942923,13.1549926,1.586031627,1.558531389,9.131381514,53.86251404,0,22.28637411,5.78,287625193,0.927797486,0,76.93658537,0,0,0,9.868012202,101.1466351,11054400000000.00,1,1.016139191,1.637690092
United States,USA,2003 [YR2003],11456400000000.00,39490.27496,39490.27496,2.796209101,13.59165432,2.270094973,1.973599317,9.035658683,56.25040459,0,22.62731301,5.99,290107933,0.859481713,0,77.03658537,0,0,0,9.390699103,124.5261452,14266300000000.00,1,1.02218472,1.704001987
United States,USA,2004 [YR2004],12217200000000.00,41724.63163,41724.63163,3.852552601,14.81931218,2.677236693,2.684408042,9.628750081,56.6622864,0,24.44806226,5.53,292805298,0.925483969,0,77.48780488,0,0,0,9.537472979,133.6127379,16323700000000.00,1,1.748691345,3.061292344
United States,USA,2005 [YR2005],13039200000000.00,44123.40707,44123.40707,3.48322032,15.6564983,3.392746845,3.135824067,9.982054732,56.53884791,0,25.63855303,5.08,295516599,0.921713167,0,77.48780488,0,0,0,10.68173114,130.3827345,17000900000000.00,1,1.091662133,0.403329984
United States,USA,2006 [YR2006],13815600000000.00,46302.00088,46302.00088,2.782810626,16.33389163,3.225944101,3.085582932,10.64138647,55.46733576,0,26.9752781,4.62,298379912,0.964253917,0,77.68780488,0,0,0,11.31047567,141.644163,19569000000000.00,1,2.160335287,2.054208779
United States,USA,2007 [YR2007],14474200000000.00,48050.22378,48050.22378,2.010507552,16.54822752,2.852672482,2.702526569,11.46379016,55.65992611,0,28.01201768,4.62,301231207,0.951055243,0,77.98780488,0,0,0,11.28991352,137.6396816,19922300000000.00,1,2.394690938,3.619467923
United States,USA,2008 [YR2008],14769900000000.00,48570.04598,48570.04598,0.122188443,17.44194843,3.839100297,1.917932978,12.42584736,63.81512982,0,29.86779579,5.78,304093966,0.945865287,0,78.03902439,0,0,0,10.27619094,78.47250698,11590300000000.00,1,2.309379021,2.32624445
United States,USA,2009 [YR2009],14478100000000.00,47194.94335,47194.94335,-2.599888351,13.82731055,-0.355546266,0.640954733,10.93222062,75.8420483,0,24.75953117,9.25,306771529,0.876651299,0,78.3902439,0,0,0,7.90351822,104.1388183,15077300000000.00,1,1.112600342,2.159107598
United States,USA,2010 [YR2010],15049000000000.00,48650.64313,48650.64313,2.708856694,15.87853443,1.640043442,1.201791625,12.34136081,84.96441099,0,28.21989523,9.63,309327143,0.829616675,0,78.54146341,0,0,0,8.563225761,114.8481129,17283500000000.00,1,1.754532686,2.324598488
United States,USA,2011 [YR2011],15599700000000.00,50065.9665,50065.9665,1.54989495,17.27901909,3.156841569,2.07771382,13.56346715,89.54681703,0,30.84248624,8.95,311583481,0.726786705,0,78.64146341,0,0,0,9.538930988,100.2626899,15640700000000.00,1,1.689112771,2.798869292
United States,USA,2012 [YR2012],16254000000000.00,51784.41857,51784.41857,2.280687603,17.03778597,2.069337265,1.870595529,13.6440494,93.64926176,0,30.68183537,8.07,313877662,0.733599941,0,78.74146341,0,0,0,9.76391603,114.8539751,18668300000000.00,1,1.540208119,2.320909589
United States,USA,2013 [YR2013],16843200000000.00,53291.12769,53291.12769,1.841875395,16.42429277,1.464832656,1.750949779,13.57807437,95.53468821,0,30.00236714,7.37,316059947,0.692860277,0,78.74146341,0,0,0,10.48350933,142.6977437,24034900000000.00,1,1.710667534,2.332075912
United States,USA,2014 [YR2014],17550700000000.00,55123.84979,55123.84979,2.287775933,16.45204044,1.622222977,1.869891372,13.54595934,95.76669869,0,29.99799978,6.17,318386329,0.73336152,0,78.84146341,0,0,0,10.93318083,150.0260328,26330600000000.00,1,1.435021307,2.208056874
United States,USA,2015 [YR2015],18206000000000.00,56762.72945,56762.72945,2.706369582,15.35124034,0.118627136,1.000541633,12.46099316,96.42522795,0,27.8122335,5.28,320738994,0.736217309,0,78.6902439,0,0,0,11.22900841,137.6881854,25067500000000.00,1,2.809147629,1.659181895
United States,USA,2016 [YR2016],18695100000000.00,57866.74493,57866.74493,1.667472076,14.64746063,1.261583206,1.00223548,11.93953873,98.50410172,0,26.58699936,4.87,323071755,0.724676067,0,78.53902439,0,0,0,10.91413748,146.3067053,27352200000000.00,1,2.537497659,1.603708063
United States,USA,2017 [YR2017],19477300000000.00,59907.75426,59907.75426,2.241921216,15.0174229,2.130110004,1.89961014,12.26173812,97.69293636,0,27.27916102,4.36,325122128,0.632643995,0,78.53902439,0,0,0,11.58390417,164.9132189,32120700000000.00,1,1.955210863,2.101996846
United States,USA,2018 [YR2018],20533100000000.00,62823.30944,62823.30944,2.945384831,15.24939006,2.442583297,2.404058593,12.36098922,99.06097612,0,27.61037927,3.9,326838199,0.526435396,0,78.63902439,0,0,0,9.994403994,148.2307899,30436300000000.00,1,1.045703992,-0.636631935
United States,USA,2019 [YR2019],21381000000000.00,65120.39466,65120.39466,2.294439078,14.57947936,1.812210075,1.793930501,11.87247011,100.8050422,0,26.45194947,3.67,328329953,0.455381286,0,78.78780488,0,0,0,9.960869832,158.5092636,33890800000000.00,1,1.477874528,0.537519893
United States,USA,2020 [YR2020],21060500000000.00,63528.6343,63528.6343,-2.767802511,13.18163614,1.233584396,1.304912071,10.20212574,126.2324936,0,23.38376188,8.05,331511512,0.9643479,0,76.9804878,0,0,0,10.13527017,193.3463708,40719700000000.00,1,0.656979527,1.361137481
United States,USA,2021 [YR2021],23315100000000.00,70219.47245,70219.47245,5.945484761,14.58867359,4.697858864,4.492792236,10.89272668,120.3740168,0,25.48140027,5.35,332031554,0.156747055,0,76.32926829,0,0,0,11.2336202,0,0.00,1,2.114875815,1.690193602
United States,USA,2022 [YR2022],25462700000000.00,76398.59174,76398.59174,2.061593119,0,8.002799821,7.005275556,0,0,0,0,3.65,333287557,0.377564531,0,0,0,0,0,0,0,0.00,1,1.524103885,1.674021215
